  PID  PPID STAT COMMAND
 5346 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=352 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=414207357164 --shared-files --metrics-shmem-handle=1752395122,r,18086368909032678055,7171638151630924982,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709316150602342 --seatbelt-client=747
 5354 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=356 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=414222438460 --shared-files --metrics-shmem-handle=1752395122,r,3310201940258927536,11168857969158460880,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709319898769738 --seatbelt-client=826
 5438 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=357 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=414837524113 --shared-files --metrics-shmem-handle=1752395122,r,12977176880851387553,16068065861768076600,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709320835811587 --seatbelt-client=46
 5439 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=358 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=414837570580 --shared-files --metrics-shmem-handle=1752395122,r,12154951793517089404,7908821872259257013,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709321772853436 --seatbelt-client=46
 5995 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --top-chrome-webui --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=365 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=417867399436 --shared-files --metrics-shmem-handle=1752395122,r,7772455058074860069,11419628870336791252,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709328332146379 --seatbelt-client=781
 6003     1 Ss   /usr/libexec/diskimagesiod
 6011 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=369 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=417872247630 --shared-files --metrics-shmem-handle=1752395122,r,1864738756986000532,5801391998941157229,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709332080313775 --seatbelt-client=868
 6080 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=371 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=418209275541 --shared-files --metrics-shmem-handle=1752395122,r,4251432963403890983,13235056800734484229,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709333954397473 --seatbelt-client=876
 6320     1 Ss   /usr/libexec/diskimagesiod
 6422     1 Ss   /usr/libexec/diskimagesiod
 6492 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=376 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=420539497052 --shared-files --metrics-shmem-handle=1752395122,r,3296181182910704197,3689972737538358920,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709338639606718 --seatbelt-client=55
 6508     1 Ss   /usr/libexec/diskimagesiod
 6539     1 S    /usr/sbin/distnoted agent
 6600 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=380 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=421092685746 --shared-files --metrics-shmem-handle=1752395122,r,10576882620765955078,12921908258059651573,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709342387774114 --seatbelt-client=744
 6601 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=379 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=421092688131 --shared-files --metrics-shmem-handle=1752395122,r,6177160672088137548,8704832733871801228,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709341450732265 --seatbelt-client=744
 6602 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=381 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=421092822441 --shared-files --metrics-shmem-handle=1752395122,r,2369050077836428661,4552323774669322910,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709343324815963 --seatbelt-client=744
 6605 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=383 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=421099818716 --shared-files --metrics-shmem-handle=1752395122,r,17896523821208319086,17256787101176258330,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709345198899661 --seatbelt-client=746
 6631     1 Ss   /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdsync -s mdworker-scan -c MDSSyncScanWorker -m com.apple.metadata.mds.scan
 6729 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=386 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=421657366487 --shared-files --metrics-shmem-handle=1752395122,r,12087839928619913704,4593891418966691836,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709348010025208 --seatbelt-client=746
 6797 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=390 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=422012542016 --shared-files --metrics-shmem-handle=1752395122,r,2538373817216964592,16547632052933388822,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709351758192604 --seatbelt-client=334
 6831     1 Ss   /usr/sbin/bluetoothd
 6835     1 Ss   /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver com.apple.IOUserBluetoothSerialDriver 0x10000f7ac com.apple.IOUserBluetoothSerialDriver
 7395     1 S    /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/storeuid.app/Contents/MacOS/storeuid
 7396     1 S    /System/Library/PrivateFrameworks/GameCenterFoundation.framework/Versions/A/gamed
 7397     1 Ss   /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Versions/A/XPCServices/com.apple.AppStoreDaemon.StorePrivilegedTaskService.xpc/Contents/MacOS/com.apple.AppStoreDaemon.StorePrivilegedTaskService
 7454 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=400 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=425805733274 --shared-files --metrics-shmem-handle=1752395122,r,7229458042178917304,6749122774726120476,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709361128611094 --seatbelt-client=709
 7455 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=401 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=425805984406 --shared-files --metrics-shmem-handle=1752395122,r,9154366539610553655,10329267474931755646,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709362065652943 --seatbelt-client=708
 7596 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=402 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=426519096946 --shared-files --metrics-shmem-handle=1752395122,r,9369152887692215114,4364432373703891047,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709363002694792 --seatbelt-client=722
 7597 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --pdf-renderer --lang=en-GB --js-flags=--jitless --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=403 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=426519271796 --shared-files --metrics-shmem-handle=1752395122,r,4653084175453477261,18299365149184845494,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709363939736641 --seatbelt-client=722
 7605     1 S    /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
 7645     1 S    /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
 7646     1 S    /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
 7647     1 S    /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
 7648     1 S    /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
 8974     1 S    /usr/libexec/warmd_agent
 8975     1 SNs  /usr/libexec/warmd
 9681     1 Ss   /usr/libexec/taskgated
11738     1 Ss   /System/Library/Frameworks/CoreMediaIO.framework/Versions/A/Resources/AppleCamera.plugin/Contents/Resources/AppleCameraAssistant
13169     1 Ss   /System/Library/Frameworks/SafariServices.framework/Versions/A/XPCServices/com.apple.SafariServices.xpc/Contents/MacOS/com.apple.SafariServices
14348     1 Ss   /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
14351     1 Ss   /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
17697     1 S    /Applications/Google Chrome.app/Contents/MacOS/Google Chrome
17699     1 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --database=/Users/kasturi/Library/Application Support/Google/Chrome/Crashpad --metrics-dir=/Users/kasturi/Library/Application Support/Google/Chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=plat=OS X --annotation=prod=Chrome_Mac --annotation=ver=150.0.7871.125 --handshake-fd=5
17703 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=gpu-process --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAOAAAAAAAAAABAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAAAABgAAAAAAAAAGAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --shared-files --metrics-shmem-handle=1752395122,r,3006882368251087425,8595415084418010211,262144 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190708988185955192 --seatbelt-client=32
17704 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=network --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --shared-files --metrics-shmem-handle=1752395122,r,6805657823471073331,11276952444352589484,524288 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190708989122997041 --seatbelt-client=20
17705 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-GB --service-sandbox-type=service --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --shared-files --metrics-shmem-handle=1752395122,r,14789129806026867220,8836413460656094923,524288 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190708990060038890 --seatbelt-client=19
17714 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --top-chrome-webui --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=391028226739 --shared-files --metrics-shmem-handle=1752395122,r,17575832118628191230,13455134872725541226,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190708994745248135 --seatbelt-client=159
17736 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=14 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=391032700857 --shared-files --metrics-shmem-handle=1752395122,r,6909857341548367120,13931608150644261229,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190708999430457380 --seatbelt-client=123
17747     1 Ss   /usr/sbin/aslmanager -s /var/log/eventmonitor
17765 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-GB --service-sandbox-type=audio --message-loop-type-ui --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --shared-files --metrics-shmem-handle=1752395122,r,15817513820183188485,17788868560758156256,524288 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709004115666625 --seatbelt-client=240
17766     1 Ss   /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTEncoderXPCService.xpc/Contents/MacOS/VTEncoderXPCService
17767     1 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
17779 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=21 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=391078135996 --shared-files --metrics-shmem-handle=1752395122,r,7703825570288510757,6395917235603295118,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709005989750323 --seatbelt-client=231
17790     1 Ss   /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
17791     1 Ss   /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
17794     1 Ss   /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
17801     1 Ss   /System/Library/Frameworks/SafariServices.framework/Versions/A/XPCServices/com.apple.SafariServices.xpc/Contents/MacOS/com.apple.SafariServices
17853 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --top-chrome-webui --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=34 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=391241594595 --shared-files --metrics-shmem-handle=1752395122,r,2472147103181930715,8786118012382341372,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709018171294360 --seatbelt-client=231
